country,firm,sector,revenue,year,risk
USA,Eli Lilly,Health Care,724.33,2020,1.314227501757624
USA,Eli Lilly,Health Care,724.33,2022,1.5733664370475797
USA,Eli Lilly,Health Care,724.33,2023,1.3475356668208758
USA,Johnson&Johnson,Health Care,395.7,2014,0.37006466022707996
USA,Johnson&Johnson,Health Care,395.7,2015,0.35427808496129587
USA,Johnson&Johnson,Health Care,395.7,2016,0.9764993741431223
USA,Johnson&Johnson,Health Care,395.7,2017,-0.013717447329478981
USA,Johnson&Johnson,Health Care,395.7,2018,0.20824825181662998
USA,Johnson&Johnson,Health Care,395.7,2019,0.22286586500114042
USA,Johnson&Johnson,Health Care,395.7,2020,0.2820927652899516
USA,Johnson&Johnson,Health Care,395.7,2021,0.8931742968840503
USA,Johnson&Johnson,Health Care,395.7,2022,0.4926330817000775
USA,Johnson&Johnson,Health Care,395.7,2023,0.3821038988452756
USA,Mastercard,Financial Service,439.85,2014,0.06100235662000843
USA,Mastercard,Financial Service,439.85,2015,0.08181299739147399
USA,Mastercard,Financial Service,439.85,2017,0.046291697368842116
USA,Mastercard,Financial Service,439.85,2018,0.21186297750169533
USA,Mastercard,Financial Service,439.85,2019,-0.11111073090704186
USA,Mastercard,Financial Service,439.85,2020,0.14307466995023296
USA,Mastercard,Financial Service,439.85,2021,0.23631132852550663
USA,Mastercard,Financial Service,439.85,2022,-0.004192724817597973
USA,Mastercard,Financial Service,439.85,2023,0.09522914583639246
USA,Meta Platforms (Facebook),Information Technology,1234.0,2014,0.43489106411333095
USA,Meta Platforms (Facebook),Information Technology,1234.0,2015,0.38087713236527765
USA,Meta Platforms (Facebook),Information Technology,1234.0,2016,0.3824454903857997
USA,Meta Platforms (Facebook),Information Technology,1234.0,2017,0.3808829719808852
USA,Meta Platforms (Facebook),Information Technology,1234.0,2018,0.4301509868238019
USA,Meta Platforms (Facebook),Information Technology,1234.0,2019,0.4824467359169911
USA,Meta Platforms (Facebook),Information Technology,1234.0,2020,0.6101197464913573
USA,Meta Platforms (Facebook),Information Technology,1234.0,2021,0.6094129383945308
USA,Meta Platforms (Facebook),Information Technology,1234.0,2022,0.5213672031078498
USA,Meta Platforms (Facebook),Information Technology,1234.0,2023,0.6247804860813654
USA,Morgan&Chase,Financial Service,604.48,2014,-0.5343029451870089
USA,Morgan&Chase,Financial Service,604.48,2015,-0.860843048102716
USA,Morgan&Chase,Financial Service,604.48,2016,-0.9937075516122863
USA,Morgan&Chase,Financial Service,604.48,2017,-0.6171769866068643
USA,Morgan&Chase,Financial Service,604.48,2018,-0.8017007217276327
USA,Morgan&Chase,Financial Service,604.48,2019,-0.8256380191237819
USA,Morgan&Chase,Financial Service,604.48,2020,-0.2949914719420583
USA,Morgan&Chase,Financial Service,604.48,2021,-0.5415276078968971
USA,Morgan&Chase,Financial Service,604.48,2022,-0.684428985129568
USA,Morgan&Chase,Financial Service,604.48,2023,-0.8064523617726423
USA,NVIDIA,Information Technology,2638.0,2014,-0.5373319754956254
USA,NVIDIA,Information Technology,2638.0,2015,-0.6380390655073928
USA,NVIDIA,Information Technology,2638.0,2016,-0.43541203476731577
USA,NVIDIA,Information Technology,2638.0,2017,-0.5063246047167371
USA,NVIDIA,Information Technology,2638.0,2018,-0.47857149246711667
USA,NVIDIA,Information Technology,2638.0,2019,-0.5266829293650929
USA,NVIDIA,Information Technology,2638.0,2020,-0.5614798761934188
USA,NVIDIA,Information Technology,2638.0,2021,-0.580090544654823
USA,NVIDIA,Information Technology,2638.0,2022,-0.557109318012042
USA,NVIDIA,Information Technology,2638.0,2023,-0.532132795865117
USA,Oracle,Information Technology,390.8,2014,-0.9799435421700932
USA,Oracle,Information Technology,390.8,2015,-1.0514587126811743
USA,Oracle,Information Technology,390.8,2016,-1.120131801912333
USA,Oracle,Information Technology,390.8,2017,-0.7297175652988259
USA,Oracle,Information Technology,390.8,2018,-0.7352542152034819
USA,Oracle,Information Technology,390.8,2019,-0.7324667949886363
USA,Oracle,Information Technology,390.8,2020,-0.8775080430658776
USA,Oracle,Information Technology,390.8,2021,-1.017538625149469
USA,Oracle,Information Technology,390.8,2022,-0.91385041627815
USA,Oracle,Information Technology,390.8,2023,-0.9967649078964339
USA,Procter&Gamble,Consumer Staples,412.58,2014,-1.0476938157442468
USA,Procter&Gamble,Consumer Staples,412.58,2015,-1.154511147713376
USA,Procter&Gamble,Consumer Staples,412.58,2017,-1.0914578840763296
USA,Procter&Gamble,Consumer Staples,412.58,2018,-1.3308968998617157
USA,Procter&Gamble,Consumer Staples,412.58,2019,-0.9905661648625144
USA,Procter&Gamble,Consumer Staples,412.58,2020,-0.9894556976792753
USA,Procter&Gamble,Consumer Staples,412.58,2022,-1.0142837966484757
USA,Procter&Gamble,Consumer Staples,412.58,2023,0.06851532071467481
USA,Tesla,Industries,663.43,2014,-0.4818691129836123
USA,Tesla,Industries,663.43,2015,-0.12858099295877562
USA,Tesla,Industries,663.43,2016,0.35355904789419845
USA,Tesla,Industries,663.43,2017,-0.21737372966990753
USA,Tesla,Industries,663.43,2019,-0.2460122888880639
USA,Tesla,Industries,663.43,2020,-0.645470260632295
USA,Tesla,Industries,663.43,2021,-0.15741553884498613
USA,Tesla,Industries,663.43,2022,0.1275173696216848
USA,Tesla,Industries,663.43,2023,-0.12342747772066887
USA,United Health,Health Care,551.16,2014,-0.8969623705689901
USA,United Health,Health Care,551.16,2015,-0.9278673475954293
USA,United Health,Health Care,551.16,2017,-0.9821008839954177
USA,United Health,Health Care,551.16,2019,-0.9309354973195076
USA,United Health,Health Care,551.16,2020,-0.9494564589987189
USA,United Health,Health Care,551.16,2022,-0.8176370769758972
USA,United Health,Health Care,551.16,2023,-1.0811574673547761
USA,Visa,Financial Service,543.62,2014,-0.8351111662579936
USA,Visa,Financial Service,543.62,2015,-0.7871406868047379
USA,Visa,Financial Service,543.62,2017,-0.4139668931657922
USA,Visa,Financial Service,543.62,2018,-1.1239221483112136
USA,Visa,Financial Service,543.62,2019,-0.9952920354128566
USA,Visa,Financial Service,543.62,2020,-1.0004925800151678
USA,Visa,Financial Service,543.62,2021,-1.124759976274454
USA,Visa,Financial Service,543.62,2022,-0.6663834205929616
USA,Visa,Financial Service,543.62,2023,-0.086019625771857
USA,Walmart,Consumer Staples,616.05,2014,-1.171398242761047
USA,Walmart,Consumer Staples,616.05,2019,-0.6103560691426458
USA,Walmart,Consumer Staples,616.05,2020,0.07935903617730582
USA,Walmart,Consumer Staples,616.05,2022,-1.2951848174799863
