country,firm,sector,revenue,year,risk
India,Kotak Mahindra Bank,Financial Service,41.8,2018,-0.7475106590720596
India,Kotak Mahindra Bank,Financial Service,41.8,2019,-0.7888582267697286
India,Kotak Mahindra Bank,Financial Service,41.8,2020,-0.8449522763170118
India,Kotak Mahindra Bank,Financial Service,41.8,2021,-0.9798577276360136
India,Kotak Mahindra Bank,Financial Service,41.8,2023,-0.5214295068323785
India,Larsen & Toubro,Industries,58.58,2015,-0.9384729410041639
India,Larsen & Toubro,Industries,58.58,2016,-0.6619321504100766
India,Larsen & Toubro,Industries,58.58,2017,-0.7831584394176924
India,Larsen & Toubro,Industries,58.58,2018,-0.8349292918663443
India,Larsen & Toubro,Industries,58.58,2021,-0.6358813852515188
India,Larsen & Toubro,Industries,58.58,2023,-0.8214165873264864
India,NTPC Limited,Energy,45.66,2014,-0.6059922266796758
India,NTPC Limited,Energy,45.66,2015,0.04328940519754976
India,NTPC Limited,Energy,45.66,2016,-0.5632544712016924
India,NTPC Limited,Energy,45.66,2017,-0.4920407597096528
India,NTPC Limited,Energy,45.66,2018,-0.11002244267124048
India,NTPC Limited,Energy,45.66,2019,-0.5323884681375447
India,NTPC Limited,Energy,45.66,2020,-0.5433860717220819
India,NTPC Limited,Energy,45.66,2021,-0.7628938357782918
India,NTPC Limited,Energy,45.66,2023,-0.9035352016081147
India,Sun Pharmaceutical,Health Care,52.18,2014,-0.8218807488175036
India,Sun Pharmaceutical,Health Care,52.18,2015,-0.054911070520531756
India,Sun Pharmaceutical,Health Care,52.18,2017,0.25684871402742465
India,Sun Pharmaceutical,Health Care,52.18,2018,1.2401148822398107
India,Sun Pharmaceutical,Health Care,52.18,2019,-0.7975518354922818
India,Sun Pharmaceutical,Health Care,52.18,2020,0.5801506553298412
India,Sun Pharmaceutical,Health Care,52.18,2022,0.0690370942461708
India,Sun Pharmaceutical,Health Care,52.18,2023,0.19947551367079774
India,Tata Consultancy Services,Information Technology,189.9,2015,-0.8356165497838677
India,Tata Consultancy Services,Information Technology,189.9,2016,-0.47311061898935236
India,Tata Consultancy Services,Information Technology,189.9,2017,-0.5520949118338337
India,Tata Consultancy Services,Information Technology,189.9,2018,-0.6135475199316771
India,Tata Consultancy Services,Information Technology,189.9,2019,-0.5808274161457527
India,Tata Consultancy Services,Information Technology,189.9,2020,-0.597669337797451
India,Tata Consultancy Services,Information Technology,189.9,2021,-0.6352742081035139
India,Tata Consultancy Services,Information Technology,189.9,2023,-0.45378514877983733
USA,APPLE,Information Technology,3371.0,2014,1.182428734563689
USA,APPLE,Information Technology,3371.0,2015,1.1083246341947837
USA,APPLE,Information Technology,3371.0,2017,1.2752918416065475
USA,APPLE,Information Technology,3371.0,2019,1.3881657616290561
USA,APPLE,Information Technology,3371.0,2020,1.25098060859553
USA,APPLE,Information Technology,3371.0,2022,1.4112425702980962
USA,APPLE,Information Technology,3371.0,2023,1.360840584656362
USA,Amazon,Information Technology,1761.0,2014,-0.18627520839810502
USA,Amazon,Information Technology,1761.0,2015,-0.08464089526278609
USA,Amazon,Information Technology,1761.0,2016,0.08391846939321256
USA,Amazon,Information Technology,1761.0,2017,-0.1413180601466631
USA,Amazon,Information Technology,1761.0,2018,-0.10542895649054113
USA,Amazon,Information Technology,1761.0,2019,-0.32839316302555344
USA,Amazon,Information Technology,1761.0,2020,-0.22894920187181328
USA,Amazon,Information Technology,1761.0,2021,-0.36505016759726483
USA,Amazon,Information Technology,1761.0,2022,-0.36182413120650103
USA,Amazon,Information Technology,1761.0,2023,0.3425730847041478
USA,Broadcom,Information Technology,669.46,2014,-0.1983184310685553
USA,Broadcom,Information Technology,669.46,2015,0.15115251047606684
USA,Broadcom,Information Technology,669.46,2016,-0.18215673216408876
USA,Broadcom,Information Technology,669.46,2018,0.1295565861152455
USA,Broadcom,Information Technology,669.46,2020,0.17536759011721936
USA,Broadcom,Information Technology,669.46,2021,0.1861301242633303
USA,Broadcom,Information Technology,669.46,2022,-0.07343052963037813
USA,Broadcom,Information Technology,669.46,2023,-0.37796190466153595
USA,Eli Lilly,Health Care,724.33,2014,1.322062911715969
USA,Eli Lilly,Health Care,724.33,2015,1.3053080718669636
USA,Eli Lilly,Health Care,724.33,2017,1.3328203721077039
USA,Eli Lilly,Health Care,724.33,2019,1.3336883366485666
