country,firm,sector,revenue,year,risk
USA,Johnson&Johnson,Health Care,395.7,2014,0.37006466022707996
USA,Johnson&Johnson,Health Care,395.7,2015,0.7132443286036597
USA,Johnson&Johnson,Health Care,395.7,2016,0.9764993741431223
USA,Johnson&Johnson,Health Care,395.7,2017,0.33198810742493046
USA,Johnson&Johnson,Health Care,395.7,2018,0.3915348686661495
USA,Johnson&Johnson,Health Care,395.7,2019,0.42572743154679327
USA,Johnson&Johnson,Health Care,395.7,2020,0.45796712697778164
USA,Johnson&Johnson,Health Care,395.7,2021,0.9006063531235471
USA,Johnson&Johnson,Health Care,395.7,2022,0.725396528965025
USA,Johnson&Johnson,Health Care,395.7,2023,0.6947755893705139
USA,Mastercard,Financial Service,439.85,2014,0.15079431693736903
USA,Mastercard,Financial Service,439.85,2015,0.4913194451480347
USA,Mastercard,Financial Service,439.85,2017,0.48483895157477225
USA,Mastercard,Financial Service,439.85,2018,0.35494577514253434
USA,Mastercard,Financial Service,439.85,2019,0.3139345844253511
USA,Mastercard,Financial Service,439.85,2020,0.33347360985862845
USA,Mastercard,Financial Service,439.85,2021,0.6114871122003447
USA,Mastercard,Financial Service,439.85,2022,0.04500662247113293
USA,Mastercard,Financial Service,439.85,2023,0.2065376230187591
USA,Meta Platforms (Facebook),Information Technology,1234.0,2014,0.7289364555038269
USA,Meta Platforms (Facebook),Information Technology,1234.0,2015,0.7156924759183416
USA,Meta Platforms (Facebook),Information Technology,1234.0,2016,0.9598525155611562
USA,Meta Platforms (Facebook),Information Technology,1234.0,2017,0.6339907786620402
USA,Meta Platforms (Facebook),Information Technology,1234.0,2018,0.8339845843676695
USA,Meta Platforms (Facebook),Information Technology,1234.0,2019,0.7260072599568765
USA,Meta Platforms (Facebook),Information Technology,1234.0,2020,0.7678504754923144
USA,Meta Platforms (Facebook),Information Technology,1234.0,2021,0.9433364851458426
USA,Meta Platforms (Facebook),Information Technology,1234.0,2022,0.779892032214111
USA,Meta Platforms (Facebook),Information Technology,1234.0,2023,0.7213146168247402
USA,Morgan&Chase,Financial Service,604.48,2014,-0.5390579670557762
USA,Morgan&Chase,Financial Service,604.48,2015,-0.4395766086158986
USA,Morgan&Chase,Financial Service,604.48,2016,-0.8503880790178868
USA,Morgan&Chase,Financial Service,604.48,2017,-0.4398545240945237
USA,Morgan&Chase,Financial Service,604.48,2018,-0.6133690979668458
USA,Morgan&Chase,Financial Service,604.48,2019,-0.29241935844112416
USA,Morgan&Chase,Financial Service,604.48,2020,-0.2949914719420583
USA,Morgan&Chase,Financial Service,604.48,2021,0.830256754265497
USA,Morgan&Chase,Financial Service,604.48,2022,-0.07810514523855608
USA,Morgan&Chase,Financial Service,604.48,2023,-0.4456016820576858
USA,NVIDIA,Information Technology,2638.0,2014,-0.41677750654184803
USA,NVIDIA,Information Technology,2638.0,2015,-0.447341958211399
USA,NVIDIA,Information Technology,2638.0,2016,-0.3316072707914358
USA,NVIDIA,Information Technology,2638.0,2017,-0.46687559337484774
USA,NVIDIA,Information Technology,2638.0,2018,-0.30752937827579185
USA,NVIDIA,Information Technology,2638.0,2019,-0.37421240110017695
USA,NVIDIA,Information Technology,2638.0,2020,-0.3893430192391008
USA,NVIDIA,Information Technology,2638.0,2021,-0.22231448913065358
USA,NVIDIA,Information Technology,2638.0,2022,-0.38800041733837587
USA,NVIDIA,Information Technology,2638.0,2023,-0.3859340137025689
USA,Oracle,Information Technology,390.8,2014,-0.3537997435625448
USA,Oracle,Information Technology,390.8,2015,-0.276653738218408
USA,Oracle,Information Technology,390.8,2016,-0.45280510130678286
USA,Oracle,Information Technology,390.8,2017,0.22395998237724943
USA,Oracle,Information Technology,390.8,2018,-0.3350897398622707
USA,Oracle,Information Technology,390.8,2019,-0.46246631315078346
USA,Oracle,Information Technology,390.8,2020,-0.44538006011254316
USA,Oracle,Information Technology,390.8,2021,-0.6839815798565948
USA,Oracle,Information Technology,390.8,2022,-0.6105618008270619
USA,Oracle,Information Technology,390.8,2023,-0.4937584113102312
USA,Procter&Gamble,Consumer Staples,412.58,2014,-1.0476938157442468
USA,Procter&Gamble,Consumer Staples,412.58,2015,-1.154511147713376
USA,Procter&Gamble,Consumer Staples,412.58,2017,-1.0914578840763296
USA,Procter&Gamble,Consumer Staples,412.58,2018,-1.3308968998617157
USA,Procter&Gamble,Consumer Staples,412.58,2019,-0.9905661648625144
USA,Procter&Gamble,Consumer Staples,412.58,2020,-0.9894556976792753
USA,Procter&Gamble,Consumer Staples,412.58,2022,-0.6803820416057357
USA,Procter&Gamble,Consumer Staples,412.58,2023,0.06851532071467481
USA,Tesla,Industries,663.43,2014,0.386456959120218
USA,Tesla,Industries,663.43,2015,0.38054984073591297
USA,Tesla,Industries,663.43,2016,0.7614478218773664
USA,Tesla,Industries,663.43,2017,0.45535833206170295
USA,Tesla,Industries,663.43,2019,-0.07783796630393895
USA,Tesla,Industries,663.43,2020,0.07449219501995887
USA,Tesla,Industries,663.43,2021,0.8635465915948108
USA,Tesla,Industries,663.43,2022,0.4974250050023358
USA,Tesla,Industries,663.43,2023,0.6360017776717869
USA,United Health,Health Care,551.16,2014,0.7038729244754254
USA,United Health,Health Care,551.16,2015,0.9417309703498835
USA,United Health,Health Care,551.16,2017,0.7290691890412707
USA,United Health,Health Care,551.16,2019,0.7863321898045261
USA,United Health,Health Care,551.16,2020,0.7981363639988729
USA,United Health,Health Care,551.16,2022,0.6677913300685769
USA,United Health,Health Care,551.16,2023,0.9481853448886676
USA,Visa,Financial Service,543.62,2014,-0.7269332991772312
USA,Visa,Financial Service,543.62,2015,-0.7871406868047379
USA,Visa,Financial Service,543.62,2017,-0.5774465252461695
USA,Visa,Financial Service,543.62,2018,-1.1239221483112136
USA,Visa,Financial Service,543.62,2019,-0.5915349945476402
USA,Visa,Financial Service,543.62,2020,-0.6633370013077192
USA,Visa,Financial Service,543.62,2021,-1.124759976274454
USA,Visa,Financial Service,543.62,2022,-0.6676783383075515
USA,Visa,Financial Service,543.62,2023,-0.4193547106508513
USA,Walmart,Consumer Staples,616.05,2014,0.8536806386553455
USA,Walmart,Consumer Staples,616.05,2019,-0.6151133520954668
USA,Walmart,Consumer Staples,616.05,2020,0.010405708241302195
USA,Walmart,Consumer Staples,616.05,2022,-1.2951848174799863
